date,podnik,polievka,jedlo_1,jedlo_2,jedlo_3,jedlo_4
2019-10-25,Dilema,Cinska ostrokysla,Kuracie Chilli con Carne v psenicnej placke so syrom hranolky,Plnena paprika s mletym masom v paradajkovej omacke varene zemiaky s vnatkou,Vyprazany syr hranolky domaca tatarska omacka,Grilovany steak z lososa s bylinkovym maslo na spenatovych zemiakoch
2019-10-25,Jedla lenka,Hraskova polievka,Madarsky gulas knedla,Bravcove pliecko na sampinonoch ryza,Pikantne kuracie sote v zemiakovej placke,Pastiersky syr hranolky
2019-10-25,Kasa,Zeleninova cira polievka,Zeleninove curry,Meatballs v paradajkovej omacke,,
2019-10-25,Mestiansky piv,Spenatova s vajcom,Pecena krkovicka na cesnaku zemiakova kasa kysla uhorka,Zemiakovy privarok stefanska sekana,,
2019-10-25,Milton,Krem z bielej fazule dochuteny vinnym octom a bazalkou,Pecene kuracie stehno na bylinkach a bielom vine,Na pare pripravovane buchty plnene nutellou,Kukuricne penne bezlepkove v kremovej omacke Quattro formaggi,Medajlonky z bravcovej panenky v opasku zo slaninky
2019-10-25,Prazsky pub,Spenatova polievka s krutonmi,Morcaci perkelt s haluskami a kyslou smotanou,Domaca sekana so zemiakovym privarkom,Penne v smotanovej omacke s bazalkou a kuracim masom,Francuzsky salat Nicoise s horcicovou zalievkou
2019-10-25,Red Cafe,Slepaci vyvar polievka,Kuracie sote v zemiakovej placke,Chilli con carne,Polievka pizza z ponuky,
2019-10-25,RTVS,Kapustova s raj pretlakom,Sosovicovy privarok vyr karbonatok chlieb,Kuracie prsia na hrasku zemiakova kasa,Dukatove buchticky s vanilkovym kremom,Vyprazany br rezen v sezamovom obale dusena ryza
2019-10-25,Suvlaki,Karfiolova polievka,GYROS tanier Bravcove gyros masko s domacimi hranolkami pita chlieb paradajky cibulka tzatziki dip,Pecene rybacie filety s kaparmi cesnakom a rozmarinom,Dusene bravcove maso s klobasou horcicova omacka,Zapecena tortila plnena kuracim masom cervenou paprikou jogurtom a syrom
2019-10-25,Svadby a Kari,Harira marocka cicerova polievka VEGAN,Indicke zelene kuracie kari s mrkvou batatmi cuketou hrozienkami a sampinonmi chilli paradajkove catni v kari,Indicke VEGAN paradajkove kari s bielymi fazulami opekanym baklazanom a cuketou libanonsky salat tabbouleh s bulgurom v prilohe,,
2019-10-25,U Hasica,Sosovicova,Kuracie na syrovej omacke ryza,Kotlikovy gulas chlieb,Vyprazany karfiol zemiaky tat omacka,
2019-10-25,U Majky,Rascova s vajcom,Bravc kare na sampinonoch,Kuraci cernohorsky rezen,Domace rezance s medom makom,
2019-10-25,Veda,S fazulovych strukov,Farebna paprika a karfiol s drvenym indickym korenim,Fazula a zemiaky indickej omacke,Sampiony indickej omacke,Tekvicova fasirka indickej omacke
2019-10-25,Veglife,Mrkvova polievka s kokosovym mliekom,Jesenny tekvicovy zavin s balkanskym syrom zemiakove pyre s maslom,Kapustovo ryzove gulky v paradajkovej omacke pecene zemiaky,Segedinsky gulas s udenym BIO tempehom celozrnna zemlova knedla,Zapekane celozrnne penne s brokolicou a nivou
2019-10-28,Alzbetka,Kuraci vyvar s rezancami,Spenatova kremova s krutonmi,Kuraci rezen zemiakova kasa so slaninkou uhorkovy salat,Kapustove strapacky s klobasou,Grilovane morcacie prsia so spenatovo bazalkovym pestom pecena zelenina
2019-10-28,Bioland,Zo zlteho hrachu s kari sladkymi zemiakmi a mrkvou,Celozrnne safranove rizoto s dusenymi hnedymi sampinonmi a pekorinom,Spalove rezance s makom a karamelovym jablckom,Raw ananasovo zazvorova torta,
2019-10-28,Bistro Mnamka,Hrachova s parkom,Vyprazane stehienka v kukuricnej struhanke zemiakova kasa s kuskami slaninky salatik,Bolognese spagety parmezan,Salat s kuracimi kuskami paradajkovo bazalkovy dresing pizza chieb,Domace parene buchty s vanilkovym kremom posypne makom alebo orechami
2019-10-28,BlueBear,Baklazanova so stonkovym zelerom,Bravcovy Gordon blue s varenymi zemiakmi a tatarskou omackou,Hovadzie mexicke ragu v zemiakovej placke,Marinovane tofu s restovanou zeleninou a ryzovymi rezancami,TYZDENNE Posirovany losos na zemiakovo koriandrovom pyre s grilovanou baby zeleninkou a koprom
2019-10-28,Centr klub,Zeleninova kremova s opecenym chlebom,Bryndzove pirohy s vypecenou cibulou a smotanou,Kuraci steak grilovana zelenina kuskus jogurtovy dresing,Grilovany pstruh bylinkove maslo varene zemiaky,
2019-10-28,Dilema,Hraskovy krem,Kuraci Gyros hranolky ryza tzatziky salat,Vyprazany bravcovy rezen pecene zemiaky v supke kapustovy salat,Cestoviny penne Prima Vera sunka smotana cesnak hrasok kukurica valerian,Grilovana panenka s hubovou omackou opekane specle so slaninkou
2019-10-28,Jedla lenka,Hrachova polievka s udeninou,Sampinonovy krem,Hovadzie licka na cervenom vine ryza,Bravcovy segedinsky gulas knedla,Prirodne plnene morcacie stehno syr sunka kukurica zemiakova kasa
2019-10-28,Kasa,Porkova polievka,Risotto Halloween syr,Pecena krkovicka s hubovym korenim,,
2019-10-28,Mestiansky piv,Bryndzova so zemiakmi,Kuraci gyros hranolky tzatziky dressin,Sosovicovy privarok peceny wurst volske oko,,
2019-10-28,Milton,Pastrnakovy krem s restovanou slaninkou a chrumkavou cibulkou,Sote z morcacieho stehna na cibulke a sampionoch,Grilovany hermelin plneny zmesou orieskov a byliniek,Medajlonky z bravcovej panenky,Cokoladova lavova torticka a malinovy couilis
2019-10-28,Prazsky pub,Domaca kapustnica,Zabijackovy tanier s dusenou kapustou a varenymi zemiakmi,Vyprazany kuraci rezen s majonezovym salatom,Fusilli so syrovou omackou hroznom a rucolou,Zeleninovy salat so syrom feta a kuracim masom
2019-10-28,Red Cafe,Paradajkova so syrom polievka,Bacovsky br rezen tlacene zemiaky uhorkovy salat,Rizoto hribove so syrom,Polievka pizza sunkova salamova zeleninova,
2019-10-28,RTVS,Zemiakova ceska,Cevabcici varene zemiaky obloha,Madarsky gulas z hov masa knedla,Tekvicovy privarok varene zemiaky vajicko,Cernohorsky kuraci rezen dusena ryza
2019-10-28,Suvlaki,Cuketova polievka,Grilovane Jahnacie karbonatky,Dusene bravcove maso s paprikou paradajkova omacka,Zapecene kuracie stehienka s mrkvou horcicova omacka,Zapeceny hrasok s Okrou a zemiakmi
2019-10-28,Svadby a Kari,Vegan kremova kukuricova polievka s kokosovym mliekom,Indicka kuracia Tikka Masala v jogurtovej omacke s hraskom batatmi a mrkvou jablkove catni jedlo priloha,Vegan Aloo gobi s karfiolom zemiakmi a hraskom spenatovo matova raita jedlo priloha,,
2019-10-28,U Hasica,Hrachova,Kuracie na sampinonoch ryza salat,Bravcovy tokan tarhona,Grilovany hermelin zemiaky tat omacka,
2019-10-28,U Majky,Mrkvovy krem so zazvorom,Bravcove pliecko na porku,Gordon blue,Grilovany encian brusnicova omacka,
2019-10-28,Veda,Paradajkova,Zemiaky a baklazan v indickej omacke,Cuketa a cicer v indickej omacke,Kukurica a paprika v indickej spenatovej omacke,Miesana zelenina v omacke s kokosovym mliekom a thajskym zltym kari
2019-10-28,Veglife,Frankfurtska polievka s udenym tofu,Bryndzove prazenky zemiakove pyre,Cviklove kari s batatmi jasminova ryza s ciernym sezamom,Mrkva na horcici a hubach pecene zemiaky,Kelovo mrkvovy nakyp s tempehom zemiakove pyre
2019-10-29,Alzbetka,Fazulova s klobasou,Zeleninova s vajickom,Kuraci perkelt kolienka,Vyprazany ostiepok varene zemiaky s maslom a pazitkou tatarska omacka,Fit caesar salat s kuracim masom parmezanom a krutonmi
2019-10-29,Bioland,Arasidova jemna so zeleninou,Segedinsky gulas s tofu a domacou celozrnnou knedlou,Placky z bezlepkovych vlociek na paradajkovo kapustovej omacke,Bananove tiramisu,
2019-10-29,Bistro Mnamka,Jarna zeleninova s haluskami,Morcaco zeleninove fasirky pucene zemiaky s jarnou cibulkou tzatziky salat,Bryndzove halusky slaninka,Salat s grilovanym tofu balzamikovo medovy dresing pizza chieb,Domace parene buchty s vanilkovym kremom posypne makom alebo orechami
2019-10-29,BlueBear,Paprikova polievka s krupami,Bravcovy Gordon blue s varenymi zemiakmi a tatarskou omackou,G Kuraci platok zapekany s cuketou a paradajkou jemna mascarpone omacka s dusenou ryzou,Rybie file v parmezanovom cesticku na restovanych pazitkovych parisienkoch,TYZDENNE Posirovany losos na zemiakovo koriandrovom pyre s grilovanou baby zeleninkou a koprom
2019-10-29,Centr klub,Sampinonova so zemiakmi,Hrachova kasa s udenou krkovickou a cesnakovou hriankou,Bravcova panenka na slanine slovenska ryza listovy salat,Morcacie prsia plnene sunkou a nivou zemiakova kasa,
2019-10-29,Ceska piv,Paradajkova polievka s bazalkou a parmezanom,Pecena krkovicka s koprovou omackou a parenou knedlou,Tortilla s kuracim masom grilovanou zeleninou a syrom hranolky,Caesar salat,XXL Bravcovy cernohorsky rezen s varenymi zemiakmi mix salat
2019-10-29,Dilema,Kapustnica,Plnena kuracia rolka so sunkou a mozzarellou v kukuricnej struhanke opekane zemiak listovy mix salat,Duseny obrateny bravcovy rezen tarhona kysla uhorka,Caesar salat so slaninkou a vajickom caesar dressing bagetka,Grilovana panenka s hubovou omackou opekane specle so slaninkou
2019-10-29,Jedla lenka,Sosovicova polievka s udeninou,Mrkvova polievka s krupicovymi haluskami,Telacie rizoto posypane syrom,Bravcove hamburske stehno zemiakova kasa,Kuraci stroganov ryza
2019-10-29,Kasa,Cuketovy krem,Chilli sin carne,Hovadzi gulas,,
2019-10-29,Mestiansky piv,Zeleninovy krem,Bravcova krkovicka na grile pikantna cibulova omacka zemiakova kasa,Bryndzove pirohy koprova omacka oskvarky,,
2019-10-29,Milton,Cesnakova kremova polievka krutony z listkoveho cesta,Kuraci spiz z vykosteneho kuracieho stehna slaninky a trio papriky,Tortellini s ricottou spenatom a mozzarellou,Konfitovane telacie licka v zeleninovej remulade,Jablkova strudla s vlasskymi orechmi slahacka a cokoladova poleva
